ID,App_Name,Genre,Price,User_Rating,Rating_Count_Total,User_Review
367,The Sandbox - Building & Crafting a Pixel World!,Board,0,4.5,41108,if you rate this app with one star even with two stars that means you are crazy. SORRY!! and the game work at a pizza place so nice and pretty i used play for years. and now i still use them more than my own apps. but the thing i am thinking about it the money. most things that we have to buy for things and the game why we have to buy money for it  it is just an game.
368,ZENFORMS: Protectors,Arcade,1.99,4,1127,Not very good. You canâ€™t play it for a long time. Gets boring
369,Dokuro,Arcade,1.99,4.5,84,Help would be greatly appreciated. I pre-registered the game and i downloaded it and it said that an error occurred. I followed the steps in the customer support area (reset phone  uninstalled app  cleared cache  etc.) It still wont work and i dont know why. Please help
370,My Singing Monsters,Action,0,4.5,130519,Sometimes the first is always the best! I have maxed this game out. I have unlocked everything and completed all the challenges! And all without having to buy any powerups! :D An amazing game and well worth it! A must get!
371,Brutal Street,Adventure,0,4.5,777,Game won't even open on my Nokia. Not sure if it's an issue regarding its last update or not  but I'm unable to even try the game at this time
372,????????,Arcade,4.99,0,0,This game is really good! The only problem is that the background can look really dull after a while.
373,Slots - Pharaoh's Way,Adventure,0,4.5,69610,Laggy when connection is spotty. Otherwise great game. I love pokemon!
374,The Amazing Spider-Man,Racing,6.99,4.5,17895,I THINK IT IS A AMAZING GAME BECAUSE YOU COULD DO ANYTHING TO THIS APP.
375,Temple Run: Brave,Arcade,1.99,4,27593,Fun but i wish there was a way to send gifts to friends and more cool things to spend your cash on
376,realMyst,Arcade,6.99,4,708,Had 4 phones and none of them got this damn game to work. im so fucking pissed. Im missing out so much.
377,Shogi,Adventure,0,4,26,Its amazing but takes long to load but besides that can u make making an account easy like roblox making an account? Pls
378,Fair Food Maker Game - Make Yummy Carnival Treats,Racing,0,4,12251,Crashed in first few seconds  was unable to play  do not download.
379,Plague Inc.,Board,0.99,4.5,143285,Love the gameplay  love the updates and constant improvements. Only wish there was a way to keep game play smooth when data is moving in and out in the background or a setting to suppress all other activity and give all resources this app when playing. Wish you had your own server to save purchases and game progress that worked across platforms.
380,DiveChamp,Board,0.99,4.5,295,This game is too easy! For difficulty settings after hard you should add extreme for people who want a challenge
381,Flow Free,Board,0,4.5,373857,The controls are more difficult than the last time I played this game  which was a year or so ago. The new customization is very cool
382,Pumped: BMX,Action,1.99,5,1164,"The in-App purchases are not worth it. However, overall the game was fun and kept me engaged."
383,Fieldrunners 2,Adventure,2.99,5,14214,Great game. Only thing wrong is that on 3 occasions I've just randomly lost my progress. It's getting to be a joke. I emailed customer service a week ago and still have had nothing back.
384,Where's My Perry?,Arcade,2.99,4.5,24314,Too many ads seriously you lose its an ad it's so annoying im considering to uninstalling it
385,"Seeds Pro For Minecraft - Server, Skins, Community",Board,1.99,4.5,12770,Keeps crashing on the first day every time I try to play. Super disappointed.
386,Granny Smith,Music,1.99,4.5,8568,It is a fun game for all ages  minus the occasional restarting back to the beginning. It is really annoying especially when you are on a high level!
387,Lep's World 2 Plus - super best platformer games,Action,0.99,4.5,8404,It's such a well designed game. Controls are fluent and easy to learn. Love it
388,Clash of Clans,Adventure,0,4.5,2130805,"I've been playing this game about 4 years now, it's amazing how far it's progressed. I love all the music, the style of the game, and how challenging it can be. "
389,Zombie Tsunami,Action,0,4.5,31311,Never have I seen a mobile game with so many adds for its own micro transactions. It's not even worth spending a penny on it. Compared to other games with micro transactions you barely get anything.
390,METAL SLUG 3,Arcade,2.99,3.5,2798,This used to be a go to app of mine. Great for casual play and doesn't need a data connection. Their recent update ruined it. I think something with the video ads causes the app to be poorly responsive.
391,Dungeon Village,Arcade,4.99,4.5,1000,So addicting! Love this game.I have passed so many levels and this is my favorite game ever. Just one problem: The controls. Sometimes they're too sensitive and sometimes they're not sensitive enough.
392,Trigger Fist,Music,0,4.5,69624,Great game concept  with good graphics and some nice customization features. The gameplay against the AI is boring. The online play fun  if it works. The lag is killing the gameplay.
393,Tone Sphere,Action,1.99,4.5,360,if you rate this app with one star even with two stars that means you are crazy. SORRY!! and the game work at a pizza place so nice and pretty i used play for years. and now i still use them more than my own apps. but the thing i am thinking about it the money. most things that we have to buy for things and the game why we have to buy money for it  it is just an game.
394,Dragon Island Blue,Racing,0.99,5,9119,The game ran smoothly on my device and kept me occupied for hours! Very Addicting!
395,Organ Trail: Director's Cut,Action,2.99,4.5,3389,It is a good finger exercise I'm obsessed ceped me up all night my friend is obseses cool man cool.oh and by the way love the music. COOL
396,DEAD TRIGGER,Racing,0,4.5,78918,"fps dropped so low after almost everytime you updated it. the latest update works flawlessly but now, you ruined it. i noticed it everytime you announce an update. please dont change any graphic setting every update,"
397,MY LITTLE PONY: Magic Princess Quests,Action,0,4.5,65201,Great game concept  with good graphics and some nice customization features. The gameplay against the AI is boring. The online play fun  if it works. The lag is killing the gameplay.
398,Fragment's Note,Action,3.99,5,1,This game is really good! The only problem is that the background can look really dull after a while.
399,Bad Piggies,Arcade,0,4.5,26259,Fairly addictive game. However there are soooooo many ads displayed. I understand that the developers need a source of income but it is getting out of control.
400,Odysseus: Long Way Home HD (Full),Action,4.99,4,39," Simple graphics, perfect for a crappy mobile device like mine! Thanks!"
401,Snail Bob,Action,0.99,4.5,9453,This premium game does not have purchases that allow advancement  and the frequent content updates add great aspects of adventure to the game. Though online play may prove difficult  the game possesses features and complexity absent in all other games.
402,Topia World Builder,,1.99,3.5,1775,Classic  I love the concept behind the app. Hopefully new updates will soon change the whole game to a new experience.
